340,주식회사 옹가네푸드,"경상북도 영천시 채신2공단길 79-29, 일부 (채신동)",
341,담아온약초,"경상북도 영천시 호국로 74, 지하1층 (야사동)",054-338-9417
342,경북햇살농원 영농조합법인,경상북도 영천시 임고면 신선로 624,
343,농업회사법인 주식회사 두손애약초,"경상북도 영천시 천문로 752, 사무실 주1동 (오미동)",053-853-8551
344,쌍별에프엔비협동조합,"경상북도 영천시 대창면 병암길 103-6, 주4(D)동 1층 일부호",054-331-0300
345,명신,"경상북도 영천시 약전1길 18, 좌측 1호 (완산동)",
346,주식회사 담아온,"경상북도 영천시 호국로 74, 지하1층 (야사동)",
347,보강곤충농장식품,"경상북도 영천시 야사시장길 43, A동 110호 (야사동)",054-338-2368
348,좋은사람들,경상북도 상주시 함창읍 용곡로 168,054-541-3998
349,(주)케이티앤에프,경상북도 상주시 공성면 평천공단길 23,
350,상생촌,경상북도 상주시 외서면 우산로 373-14,054-532-0404
351,SJ푸드,"경상북도 상주시 남장3길 100, (남장동)",533-3114
352,주식회사 올품,"경상북도 상주시 발산로 135, (초산동)",054-533-9998
353,주식회사 문장대 천마공사,경상북도 상주시 외서면 예의3길 1,054-536-6615
354,주식회사 돌나라한농제약,경상북도 상주시 외서면 낙원동길 147,
355,중모포도영농조합법인,경상북도 상주시 모동면 중모로 258,054-533-3806
356,청화산영농조합법인,경상북도 상주시 화북면 입석1길 2,054-535-5039
357,속리산프로폴리스영농조합법인,"경상북도 상주시 개운2길 26-35, (개운동)",
358,상주원예농업협동조합,"경상북도 상주시 영남제일로 1149, (헌신동,,219-2,220-1,220-4,221-2)",054-531-2385
359,두레상주땅모임 영농조합법인,경상북도 상주시 모동면 중화로 532,054-534-7346
360,남상주농업협동조합,"경상북도 상주시 청리면 남상주로 1044, (, 892-10, 897-2, 897-3)",
361,신의터농원,경상북도 상주시 화동면 선교1길 34-14,054-533-9292
362,팔음산포도작목회,경상북도 상주시 화동면 이소3길 121,054-534-8544
363,윤지네유기농포도원,경상북도 상주시 모동면 용호4길 46-12,
364,상주명품,경상북도 상주시 화동면 이소1길 29-1,054-533-9255
365,대밭골배농원,"경상북도 상주시 북상주로 349, (부원동)",054-532-0269
366,로하스블루베리,경상북도 상주시 모동면 용호1길 50-1,
367,외서농협농산물산지유통센타,경상북도 상주시 외서면 북상주로 817,
368,상주곶감직판장,"경상북도 상주시 영남제일로 1154, (헌신동)",
369,상주오디영농조합법인,"경상북도 상주시 서곡1길 87, (서곡동)",
370,청원식품,경상북도 상주시 청리면 청리중앙로 151-2,
371,승곡체험마을,경상북도 상주시 낙동면 승곡1길 34,054-531-0154
372,승곡에코빌,경상북도 상주시 낙동면 승곡1길 34,
373,상주 유기농 아로니아 영농조합법인,경상북도 상주시 화북면 입석1길 2,054-531-3555
374,농업회사법인 주식회사 몽연,경상북도 상주시 화서면 신봉솔의길 1,
375,한농유기농건강체험촌(영농조합법인),경상북도 상주시 외서면 낙원동길 161-6,
376,어리한 농부,경상북도 상주시 낙동면 승곡1길 39,
377,속리산자연 농산,경상북도 상주시 화북면 용화로 10,
378,전통식초마을 영농조합법인,"경상북도 상주시 경상대로 2559, (가장동)",
379,농업회사법인 두레농산(주),경상북도 상주시 중동면 덕암로 364-10,
380,쉼표 영농조합법인,경상북도 상주시 공검면 비재로 1314,
381,홍화사랑,경상북도 상주시 내서면 서원1길 13,
382,농부의시간,"경상북도 상주시 신서문1길 148, (낙양동)",
383,상주유기농영농조합법인,"경상북도 상주시 아리랑로 11, (복룡동)",
384,농업회사법인시골인심,경상북도 상주시 이안면 무운로 1243,
385,건주부상주점,"경상북도 상주시 상산로 330-1, (냉림동)",
386,상주아람곶감영농조합법인,"경상북도 상주시 남성동 86번지 3호 82-28,86-16",
387,자연팜,"경상북도 상주시 영남제일로 1321, (외답동)",
388,굿파머스그룹,경상북도 상주시 청리면 청리중앙로 168,
389,농업회사법인(주)지티에프앤디,경상북도 상주시 청리면 청리중앙로 178,
390,문장대산채작목반,경상북도 상주시 내서면 영남제일로 3273-20,
391,농업회사법인 그랜파(주),"경상북도 상주시 성하1길 6, 3층 (성하동)",
392,농바라기,경상북도 상주시 모동면 중화로 453-56,
393,땅이랑농원,경상북도 상주시 낙동면 승곡1길 34,
394,농업회사법인주식회사김앤김,경상북도 상주시 화북면 서재로 30,
395,백화새마을금고,경상북도 상주시 모서면 중화로 883,054-531-2110
396,느린세상영농조합법인,경상북도 상주시 화동면 선교1길 34-14,054-533-9292
397,한라식품,경상북도 상주시 함창읍 영동길 9-15,
398,이안애영농종합법인,경상북도 상주시 이안면 호산1길 98,
399,농업회사법인 주식회사 설감,"경상북도 상주시 남성4길 29, (남성동)",
400,중원영농조합법인,경상북도 상주시 화북면 입석1길 2,054-535-2811
401,영농법인상주곶감유통사업단,경상북도 상주시 낙동면 장천로 438,
402,상주로컬푸드직매장 상주생각,"경상북도 상주시 동수4길 26, (무양동)",054-531-1675
403,상상100,경상북도 상주시 함창읍 함창중앙로 139-3,532-7002
404,비엘에프씨,경상북도 상주시 함창읍 영동길 9-67,
405,(주)이노한방,경상북도 상주시 은척면 성주봉로 155-45,
406,들마루 주식회사,"경상북도 상주시 문필로 42-5, (지천동)",054-533-9990
407,대한민국지키기협동조합,경상북도 상주시 외서면 하나동1길 9,
408,신미네유통사업단,경상북도 문경시 영순면 영순공단길 29,054-554-6660
409,흙벗농원,경상북도 문경시 산북면 대하막골길 60,552-6999
410,문경오미자밸리영농조합법인,경상북도 문경시 동로면 여우목로 2265,553-5244
411,수지누리식품,경상북도 문경시 산양면 의산길 20-6,552-2835
412,덕지골농원,경상북도 문경시 호계면 별암아랫길 11,556-3573
413,요셉농원,경상북도 문경시 문경읍 팔영길 299,571-9285
414,영강그린농업,경상북도 문경시 가은읍 작천리 25번지 1호,
415,동구밖 과수원길,경상북도 문경시 산북면 비아골안길 13,054-552-7167
416,행복농원,경상북도 문경시 문경읍 운달로 1892,054-571-1706
417,레드애플(RED apple),"경상북도 문경시 배실길 18, (공평동)",054-555-6924
418,탑마을농원,경상북도 문경시 산북면 내화탑들길 28,
419,맛깔사과농원,경상북도 문경시 산북면 운달로 116-9,
420,시묵골농원,경상북도 문경시 호계면 선암길 365-113,054-555-0045
421,선암골농원,경상북도 문경시 호계면 선암길 236-5,054-555-8876
422,천주봉사과원,경상북도 문경시 동로면 노은2길 10,
423,학사농원,경상북도 문경시 가은읍 가은로 195,
424,향빈네약돌사과,경상북도 문경시 가은읍 가은로 106-95,
425,산동농업협동조합,"경상북도 문경시 동로면 노은1길 27, (,181-22)",054-552-8042
426,농업회사법인효종원(주),"경상북도 문경시 문경읍 청운로 61, (2층)",
427,문경몰,"경상북도 문경시 호계면 대학길 63, 1층",054-553-0201
428,황가식품,"경상북도 문경시 공평로 28-1, (공평동)",
429,하늘연가,경상북도 문경시 호계면 대학길 161,
430,STX리조트 특산물 판매점,"경상북도 문경시 농암면 청화로 509, ((1층, 4층))",054-460-5228
431,(주)현미나라,경상북도 문경시 마성면 마성공단길 87,
432,미리내 관광농원,"경상북도 문경시 공평로 216, (공평동)",054-554-5151
433,문경새재과거길,"경상북도 문경시 당교로 206, (모전동)",
434,오미쉐프,"경상북도 문경시 신기1길 84-5, (신기동)",054-553-3080
435,봄이네,경상북도 문경시 문경읍 온천2길 24,
436,새재마루,"경상북도 문경시 점촌로 23, (점촌동)",054-553-2851
437,소소,경상북도 문경시 마성면 구랑로 228-11,054-571-0536
438,영농조합법인 이레애플,경상북도 문경시 산양면 산양로 17-9,054-554-2153
439,애플트리하우스영농조합법인,경상북도 문경시 문경읍 하리2길 18,
440,청정오미자푸드,"경상북도 문경시 신기로 201, (신기동)",070-8874-8795
441,청정몰,경상북도 문경시 호계면 별암아랫길 11,054-552-0023
442,어울림,경상북도 문경시 산양면 산동로 597,054-554-4333
443,농업회사법인주식회사소당,"경상북도 문경시 농암면 청화로 1119, 3층",070-4888-2706
444,문경비타민나무,"경상북도 문경시 운동장로 55, (모전동)",
445,아이엠오미자,경상북도 문경시 동로면 평지길 96-5,054-553-8063
446,문경새재엿,경상북도 문경시 마성면 동성길 54,054-571-5535
447,농업회사법인 지오티,경상북도 문경시 동로면 생달리 438번지 2호,054-552-5288
448,금실이네농원,경상북도 문경시 농암면 연천1길 1-1,
449,명성문경오미자,"경상북도 문경시 장승백이3길 33, (공평동)",
450,해피메이킹,경상북도 문경시 동로면 평지길 75-8,
451,루트케어,경상북도 문경시 동로면 여우목로 2787-1,
452,성주골농원,경상북도 문경시 문경읍 당포길 128-5,
453,문경운달농장,경상북도 문경시 산북면 가좌길 17-14,054-556-0182
454,큰들농업회사법인주식회사,경상북도 문경시 동로면 벌재장터길 1,
455,건주부,"경상북도 문경시 중앙로 117-17, (점촌동)",054-553-3467
456,와이즈팜 농산물가공센터,경상북도 문경시 호계면 선암길 341,
457,오미인omiin,경상북도 문경시 동로면 약사정길 7-12,
458,문경알뜨랑농원,경상북도 문경시 마성면 외어7길 9,054-571-9775
459,성수농원,경상북도 문경시 문경읍 갈산길 46,054-571-1992
460,농업회사법인 싱그람주식회사,경상북도 문경시 영순면 영순공단길 15,
461,문경의 봄봄,경상북도 문경시 동로면 노은2길 4-1,
462,가가표고라,경상북도 문경시 가은읍 가은5길 7,054-571-5431
463,효담정,경상북도 문경시 가은읍 중괴안길 34,054-571-5148
464,문경칠봉산농원,경상북도 문경시 농암면 갈동길 353,054-572-6554
465,해가빛농원,경상북도 문경시 문경읍 문경골프장길 53,070-4154-5712
466,정사과,경상북도 문경시 마성면 남호2길 147,
467,농업회사법인 주식회사 상하식품,경상북도 문경시 가은읍 가은공단길 88,054-572-2266
468,드림로컬푸드협동조합,"경상북도 문경시 시청1길 32, (모전동)",054-552-0020
469,(주)해그린,경상북도 문경시 산양면 산양공단1길 19-53,054-556-7779
470,정가네행복농원,"경상북도 문경시 농암면 청암2길 12-1, 2층",
471,애플그린,"경상북도 문경시 중앙10길 12, 3층 (점촌동)",
472,(주)네츄럴푸드코리아,"경상북도 문경시 호계면 대학길 161, 3층 318호 (문경대학교 창업보육센터)",070-4623-8754
473,젊은농사꾼,"경상북도 문경시 윤직동1길 33-43, (윤직동)",
474,연지원농원,경상북도 문경시 농암면 청암2길 19-2,054-571-3007
475,오아식스(OASIX),경상북도 문경시 문경읍 문희로 18,
476,문경중리아로니아,경상북도 문경시 가은읍 대야로 2416,
477,푸른솔표고농원,경상북도 문경시 호계면 대학길 63,054-571-0502
478,리틀스푼,"경상북도 문경시 호계면 대학길 161, 문경대학 창업보육센터 305호",
479,문경마켓 찬미네농원,경상북도 문경시 문경읍 여우목로 520,054-571-7118
480,애플,경상북도 문경시 문경읍 하푸실길 1,054-571-1988
481,두루존 영농조합법인,"경상북도 문경시 동로면 금천로 2223, 사무실",
482,문경백설공주영농조합법인,경상북도 문경시 호계면 선암길 341,
483,해담은,경상북도 문경시 동로면 금천로 2458,
484,진수네사과,경상북도 문경시 문경읍 한골길 18,
485,더숲,경상북도 문경시 농암면 청화로 1130,
486,사과창꼬,경상북도 문경시 문경읍 지곡리 291번지 2호,
487,구수하니,경상북도 문경시 산양면 경서로 523-31,
488,농업회사법인(주)오미원,"경상북도 문경시 당교5길 7, 1층 (모전동)",
489,일리사과,경상북도 문경시 마성면 남호2길 27,
490,자연담을농부,경상북도 문경시 문경읍 오서길 111-3,
491,휴롬농원,경상북도 문경시 농암면 농암길 68,054-572-3076
492,농업회사법인 에프엔디큐웰(주),경상북도 문경시 가은읍 가은공단길 25,054-572-1400
493,문경자연산다슬기/벌꿀,경상북도 문경시 점촌동 159번지 72호,
494,(주)리플레이스,경상북도 문경시 산양면 현리3길 9,
495,레드파인코리아,경상북도 문경시 마성면 늘목1길 11-24,
496,홈포트,"경상북도 문경시 당교7길 10, 센스빌 (모전동)",
497,동동푸드,경상북도 문경시 산양면 산양공단1길 19-53,
498,농업회사법인(주)더가득,경상북도 문경시 가은읍 성유신기길 138,
499,문경시 산림조합,"경상북도 문경시 매봉1길 67, 문경시산림조합,임산물유통센터 (모전동)",054-556-2626
500,문경사오미팜,경상북도 문경시 동로면 금천로 2365,
501,그린벨,경상북도 문경시 문경읍 새재로 609,054-572-0601
502,매일유업(주)경산공장,경상북도 경산시 진량읍 대학로 1090,
503,(주)도들샘,경상북도 경산시 진량읍 대학로 1423-10,053-852-4351
504,무림농산,경상북도 경산시 압량읍 해오름길 118,816-7012
505,뚝배기식품,경상북도 경산시 와촌면 불굴사길 55,
506,대구한의대학교,"경상북도 경산시 한의대로 1, (유곡동)",
507,니나버섯푸드영농조합법인,"경상북도 경산시 화랑로 160, (갑제동)",053-817-5190
508,(주)초록원,경상북도 경산시 진량읍 평사1길 45-15,053-852-3000
509,정화식품,"경상북도 경산시 대학로13길 90, (정평동)",
510,o&p food(오앤피푸드),"경상북도 경산시 와촌면 갓바위로 95, ((2층))",053-853-2723
511,대성식품,경상북도 경산시 와촌면 박사강변로 185-25,853-3691
512,에스엠푸드(주),경상북도 경산시 남천면 협석1길 24-1,
513,압량농업협동조합,"경상북도 경산시 압량읍 대학로75길 1, 2층",
514,(주)맛탐,"경상북도 경산시 진량읍 두인길 26, ((2층))",
515,(주)고추나라,경상북도 경산시 용성면 서원천로 288-13,851-0740
516,자인농협전통메주장류가공공장,경상북도 경산시 자인면 일연로 304,053-857-8841
517,에덴식품,"경상북도 경산시 성암로5길 22-10, (옥산동)",
518,다온에프엔에스,경상북도 경산시 남천면 신석길 65-5,053-817-6009
519,농업회사법인 대흥(주),경상북도 경산시 진량읍 대부길 180,811-5158
520,가나골친환경체험농장,경상북도 경산시 용성면 고죽1길 145,053-853-6994
521,고려에프디,경상북도 경산시 진량읍 평사1길 45-15,
522,(주)대한상사,"경상북도 경산시 삼성현로37길 7, (사정동)",
523,지원푸드,"경상북도 경산시 원효로28길 5-1, (계양동)",053-817-8542
524,전국식자재유통협동조합,"경상북도 경산시 대학로 67, 2층 (정평동)",
525,주식회사 로로스키니,경상북도 경산시 남천면 남천로 273-15,
526,우리농산,"경상북도 경산시 진량읍 보인길 21, 2층",
527,민트식품,"경상북도 경산시 박물관로1길 4-7, 2층 (사동)",
528,자연애담,"경상북도 경산시 성암로12길 40-12, (옥산동)",
529,주식회사 오가닉스포라이프,"경상북도 경산시 경산로7길 4-12, 2층 (옥곡동)",
530,(주)레스,"경상북도 경산시 박물관로1길 4-7, 2층 (사동)",
531,울릉허브,경상북도 경산시 남천면 삼성역길 69,
532,(주)경일식품,경상북도 경산시 자인면 자인공단로 45,
533,도덕농원푸드,경상북도 경산시 자인면 금학로 8-7,
534,(주)케이엘지,"경상북도 경산시 자인면 교촌길 40, (서광금잔디맨션)",053-818-1114
535,태경,경상북도 경산시 남산면 설총로 141-11,
536,해피하우스,"경상북도 경산시 삼풍로 27, 경북테크노파크 글로벌벤처동 3층 301호 (삼풍동)",
537,농업회사법인(주)한반도,경상북도 경산시 진량읍 가야로66길 11,
538,아틀리에빈(주),"경상북도 경산시 옥산로 219, 펜타힐즈서한이다음 111동 지1층 B02호 (중산동)",
539,(주)케이67바이오,"경상북도 경산시 옥산로 49, 경산역풀리비에 104동 104-1호 (사정동)",
540,윤상철그리포란,경상북도 경산시 와촌면 갓바위로 327,
541,농업회사법인 성암인섹트(주),"경상북도 경산시 남매로 59, A동 (삼남동)",
542,스트로아일랜드,"경상북도 경산시 중앙초등길 51, (중방동)",
543,(주)경한,"경상북도 경산시 진량읍 공단5로30길 47, 1층",
544,가감푸드,"경상북도 경산시 성암로3길 24, (옥산동)",
545,농업법인(주)참풍경,"경상북도 경산시 경안로67길 14-3, (대평동)",
546,(주)대경유통/써니마트,"경상북도 경산시 압량읍 압독1로 13, F동",
547,퐁당(PONG DANG),"경상북도 경산시 삼풍로 27, 경북테크노파크 글로벌벤처동 3층 303호 (삼풍동)",
548,농부의농장,"경상북도 경산시 삼풍로 27, 경북테크노파크 글로벌벤처동 3층 303호 (삼풍동)",
549,성기호전통발효연구소,"경상북도 경산시 자인면 원효로 757-7, 2층",
550,홈바이오,경상북도 경산시 하양읍 대경로105길 6-12,
551,해맑은,"경상북도 경산시 하양읍 가마실길 50, 경일대 R&DB센터 406호",
552,한결농원,"경상북도 경산시 하양읍 하양로 13-13, 대구가톨릭대학교 산학협력단 B106호",
553,나는엄마,"경상북도 경산시 진량읍 대구대로 230, B동",
554,대구경북능금농협음료가공공장,경상북도 군위군 의흥면 동부로 935-14,
555,주식회사 예담 농업회사법인,경상북도 군위군 효령면 용매로 978,
556,(주)티시그린,경상북도 군위군 부계면 치산효령로 1174,053-589-1276
557,(주)미본,경상북도 군위군 군위읍 군청로 332,054-382-3555
558,배가네 농장,경상북도 군위군 군위읍 군위금성로 530-174,
559,의성홍화주식회사,경상북도 의성군 의성읍 용연1길 45,054-834-5050
560,청아띠농업회사법인 주식회사,경상북도 의성군 봉양면 농공마전길 32-13,054-834-9334
561,의성흑마늘영농조합법인,경상북도 의성군 의성읍 잔보들길 22,054-834-7702
562,(주)메나리,경상북도 의성군 의성읍 용연1길 37,
563,동남제약 F&B,경상북도 의성군 다인면 가원농공길 46-8,
564,의성농업협동조합,경상북도 의성군 의성읍 중앙길 6,054-834-5547
565,의성천년초,경상북도 의성군 비안면 이자길 24-8,
566,새의성농업협동조합,경상북도 의성군 점곡면 점곡길 63,054-833-4280
567,가을빛고운전통식품영농조합법인,경상북도 의성군 의성읍 경북대로 5690-36,054-833-1300
568,삼오종합식품(주),경상북도 의성군 금성면 군위금성로 1196,054-834-1900
569,의성아로니아,경상북도 의성군 봉양면 도리원1길 68,
570,의성대표벌꿀농원,경상북도 의성군 의성읍 후죽3길 4,
571,하름,경상북도 의성군 춘산면 사미신감로 332,
572,보스턴컴퍼니,경상북도 의성군 봉양면 도리원1길 35,
573,청녹 헬스 푸드,경상북도 의성군 금성면 동부로 2467,
574,(주)농뜨락 농업회사법인,경상북도 의성군 봉양면 도리원1길 35,
575,고운잎 사과,경상북도 의성군 금성면 탑리길 47,
576,농업회사법인 리얼프레쉬(주),경상북도 의성군 옥산면 신감옥산로 1188,
577,영농조합법인 푸루른,경상북도 의성군 비안면 이자길 24-16,
578,농업회사법인 주식회사 젠틀파머스,"경상북도 의성군 의성읍 중앙길 61, 3층",
579,농업회사법인 주식회사 한톨,"경상북도 의성군 의성읍 중앙길 61, 1층",
580,농업회사법인(주)이슬마루,경상북도 의성군 옥산면 금봉로 258,
581,청운식품,경상북도 의성군 의성읍 문소2길 20,
582,영농조합법인한국맥꾸룸,경상북도 청송군 파천면 중평병부길 167-26,
583,청송농업협동조합,경상북도 청송군 청송읍 중앙로 240,054-872-7031
584,청송농산,경상북도 청송군 부남면 감연리 830번지,
585,푸른초장농원,경상북도 청송군 현동면 원창양길 61,
586,구암푸드,경상북도 청송군 부남면 얼음골로 340-65,
587,한우리영농조합법인,경상북도 청송군 진보면 경동로 4296,054-872-4430
588,청송기능성사과영농조합법인,경상북도 청송군 파천면 신기옹점길 88,
589,청송아로니아,경상북도 청송군 부남면 대전로 136,
590,농업회사법인 주식회사 해븐리맘,경상북도 청송군 청송읍 중앙로 476,
591,해빛찬김치,경상북도 청송군 현서면 청송로 1538,054-873-5704
592,생생농업유통,경상북도 청송군 진보면 진보부곡길 17,
593,청송사과불티농장,경상북도 청송군 안덕면 원복길 33-7,
594,CLEAN청송사과즙,경상북도 청송군 현동면 새마을로 5453,
595,오마케팅,경상북도 청송군 현서면 구산북로 59,
596,청송에이스팜협동조합,경상북도 청송군 현서면 구산북로 59,
597,Apple 파머스,경상북도 청송군 안덕면 웃김지길 9,
598,청송군농협조합공동사업법인,경상북도 청송군 안덕면 성덕댐로 1737,
599,씨에스청송,"경상북도 청송군 현동면 새마을로 5412, 2층",
600,농업회사법인 털보네,경상북도 청송군 안덕면 성덕댐로 1685,
601,청양농업회사법인,경상북도 청송군 파천면 신기옹점길 88,
602,청사알,경상북도 청송군 청송읍 금월로 191,
603,청송해뜨는농장,경상북도 청송군 현동면 안현로 1011,
604,청송필농원,경상북도 청송군 주왕산면 마평로 265,
605,참꾸지뽕힐리농원,경상북도 청송군 현동면 새마을로 5453,
606,한아름햇살농원,경상북도 청송군 부남면 대전로 128-1,
607,단디농원,경상북도 청송군 진보면 진보로 264,
608,들꽃바랑아토,경상북도 청송군 주왕산면 당마을길 8,
609,농업회사법인 주식회사 청년연구소,경상북도 청송군 청송읍 중앙로 783,
610,청송그리심농원,경상북도 청송군 진보면 청송로 6217,054-872-5770
611,청송반딧불농장,경상북도 청송군 주왕산면 주왕산로 448,
612,청송꽃차이야기 솔채,경상북도 청송군 주왕산면 교하로 370,
613,청송농부,경상북도 청송군 주왕산면 주왕산로 547-8,
614,(주)공생,경상북도 청송군 주왕산면 이전뒷길 3,
615,청송팜영농조합법인,경상북도 청송군 현동면 개일월매길 301-18,
616,농업회사법인(주)남경,경상북도 청송군 부남면 대전로 150,
617,청송꿀사과 오두메농장,경상북도 청송군 현동면 도평1길 27,
618,양지말 파란지붕 상하네농장,경상북도 청송군 진보면 양지길 43,
619,싱싱참조은,경상북도 청송군 현서면 구덕길 12-5,
620,자연명작,"경상북도 청송군 부남면 얼음골로 575, 2층",
621,청송친환경영농조합법인,경상북도 청송군 청송읍 주왕산로 266,054-874-7116
622,주왕산가든 농장,경상북도 청송군 주왕산면 주왕산로 508-9,
623,청송사과유통센터,경상북도 청송군 주왕산면 주왕산로 448,054-874-4040
624,더푸른소나무,경상북도 청송군 청송읍 월막8길 2-1,
625,한길농장,경상북도 청송군 현서면 구산북로 59,
626,무진청년회,경상북도 영양군 청기면 무진리 287번지 2호,054-682-7340
627,홈다리농장,경상북도 영양군 영양읍 화무로 1568-8,054-683-3070
628,삼형제 농장,경상북도 영양군 청기면 재일로 1339-12,
629,영양고추,경상북도 영양군 청기면 기포길 27-5,054-682-7363
630,고은태양초마을,경상북도 영양군 영양읍 중앙로 163-1,054-682-0291
631,영양군농업경영인유통사업단,경상북도 영양군 입암면 신구리 464번지 5호,054-683-0111
632,우리농산물,경상북도 영양군 청기면 저리 238번지 1호,
633,영양고추유통공사,경상북도 영양군 일월면 재일로 2050,054-680-9000
634,영양우리식품,경상북도 영양군 청기면 청기로 579,
635,(주)네이처셀 발효식품연구소,경상북도 영양군 일월면 주실1길 64,070-7019-6876
636,산해리농장,경상북도 영양군 입암면 입암로 46-7,
637,영양복지재단 영양식품,경상북도 영양군 석보면 원리길 12-1,054-682-7700
638,영양군농촌지도자회영농조합법인,경상북도 영양군 영양읍 황용길 115,
639,영양이시돌영농조합법인,경상북도 영양군 영양읍 중앙로 91,
640,남영양농업협동조합,경상북도 영양군 입암면 영양로 230,054-682-4601
641,맛드림농원,경상북도 영양군 청기면 팔수로 12-19,
642,주찬이네농장,경상북도 영양군 영양읍 영양로 1175-10,
643,토종명품화사업단,"경상북도 영양군 영양읍 동서대로 58, 토종명품화사업단 3층",054-0683-8853
644,영양아로니아농장,경상북도 영양군 석보면 압수길 281,
645,와이비바이오(주),경상북도 영덕군 강구면 오포길 189-16,054-734-5778
646,고든통상(주)영덕공장,경상북도 영덕군 영덕읍 신공업단지길 56,
647,(주)세웅수산,경상북도 영덕군 강구면 강영로 84,054-732-8131
648,한빛농장,경상북도 영덕군 영해면 예주8길 18,
649,정희푸드,경상북도 영덕군 축산면 축산항2길 53,054-734-5250
650,주식회사 더동쪽바다가는길,경상북도 영덕군 강구면 금호샛길 115-10,
651,영덕군 유용곤충영농조합법인,경상북도 영덕군 영덕읍 도매샛길 41-8,
652,성진홀푸드 유통전문판매업,경상북도 영덕군 강구면 금호샛길 115-23,
653,(주)다오넥스,경상북도 영덕군 강구면 번영길 29,054-732-7914
654,영덕군장애인보호작업장,경상북도 영덕군 강구면 강영로 191,054-734-2143
655,유진택,경상북도 청도군 풍각면 봉기1길 32-7,053-373-3131
656,감초롱상사,경상북도 청도군 풍각면 봉기로 150,054-373-5320
657,한재미나리영농조합법인,경상북도 청도군 청도읍 평양길 5,054-371-5597
658,천우식품제조장,경상북도 청도군 풍각면 봉기1길 32-7,054-373-3135
659,농업회사법인주식회사 네이처팜,경상북도 청도군 화양읍 학산토평길 257-18,
660,농업회사법인(주) 아임푸드,경상북도 청도군 화양읍 합천길 41-40,054-373-1153
661,하늘샘농업회법인(주),경상북도 청도군 화양읍 학산토평길 275,
662,농업회사법인(주)한길웰바이오,경상북도 청도군 청도읍 월곡2길 35,
663,농업회사법인주식회사다웰,경상북도 청도군 금천면 명포길 112-158,
664,세인푸드농업회사법인(주),경상북도 청도군 금천면 명포길 112-158,
665,농업회사법인(주)이루다21,경상북도 청도군 각남면 녹갈1길 42-97,054-373-8865
666,농업회사법인 그린합명회사,경상북도 청도군 이서면 학산1길 95,054-371-6333
667,더미소,경상북도 청도군 화양읍 진라2길 11,
668,잭과 사과나무,경상북도 청도군 화양읍 도주관로 190,
669,월드바이오,경상북도 청도군 각남면 일곡길 7,
670,산나래,경상북도 청도군 이서면 학산1길 83,
671,어머니 수제차,경상북도 청도군 각남면 각남로 321,
672,청도곤충나라,경상북도 청도군 각북면 낙산길 294,
673,농업회사법인(주)청도원감,경상북도 청도군 청도읍 새마을로 574,372-0940
674,갈릴리농원,경상북도 청도군 풍각면 월봉길 331-10,
675,팜앤푸드 농업회사법인주식회사,경상북도 청도군 청도읍 팔치길 80-12,
676,햇살아로니아농장,경상북도 청도군 각북면 뚝향길 12-6,054-372-7325
677,(주)셀푸드인터내셔널,경상북도 청도군 청도읍 월곡2길 35,054-371-0015
678,무성농원,경상북도 청도군 각북면 낙산길 294,
679,일혁식품,경상북도 고령군 다산면 나선로 412,054-956-1667
680,(주)해도지,경상북도 고령군 성산면 성산로 806,529-5037
681,다산어성초,"경상북도 고령군 다산면 호촌길 50-2, 2층",054-955-9912
682,대가야식품,경상북도 고령군 성산면 성암로 184,053-314-2277
683,(주)경북농민축산육가공공장,경상북도 고령군 다산면 평리1길 28,053-639-2510
684,휴브릿,경상북도 고령군 대가야읍 회천로 306,
685,(주)산들,경상북도 고령군 다산면 좌학길 57,054-956-9970
686,알알이식품,경상북도 고령군 개진면 구곡1길 20,054-954-8264
687,자연에 답 힐링농원,"경상북도 고령군 다산면 상곡2길 3, 1층",632-1129
688,고령토종복분자영농조합법인,경상북도 고령군 우곡면 봉산2길 19,
689,(주)주명,경상북도 고령군 성산면 상용로 271,070-8236-6167
690,미래농산,경상북도 고령군 개진면 창동길 4,054-954-0559
691,팜그린,경상북도 고령군 쌍림면 산주길 52-56,054-956-7514
692,서울푸드몰,경상북도 고령군 다산면 다산중앙길 113,
693,농업회사법인 주식회사 청매푸룻(자연마을),경상북도 고령군 성산면 지경길 15,
694,하니베,경상북도 고령군 대가야읍 왕릉로 78-1,
695,대양제면,경상북도 성주군 월항면 월항농공단지1길 33,054-931-6374
696,가야농산,경상북도 성주군 수륜면 동강한강로 355,054-933-0960
697,23살농부,경상북도 성주군 수륜면 남작로3길 99,054-931-3666
698,취운향당,경상북도 성주군 선남면 도성3길 106,054-933-6371
699,복만네식품,"경상북도 성주군 선남면 선남농공단지길 22, 복만네 식품",
700,가야아로니아,경상북도 성주군 수륜면 참별로 518-18,054-931-4933
701,농업회사법인(주)참사랑,경상북도 성주군 용암면 덕평로 116,054-931-5429
702,독산농원,경상북도 성주군 가천면 신계리 1025번지,054-932-5760
703,블루베리가야산,경상북도 성주군 가천면 동신로 168-10,
704,울림농원,경상북도 성주군 가천면 창천2길 17-9,
705,가야산벼리농원,경상북도 성주군 가천면 마수1길 20-6,
706,농업회사법인 정담아(주),경상북도 성주군 월항면 수죽1길 54,054-933-9940
707,이상구표고농장,경상북도 성주군 용암면 대송로 721,
708,천수누리,경상북도 성주군 선남면 오도1길 8,
709,아소재,경상북도 성주군 수륜면 성주가야산로 842-1,
